"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","월세","84.7488","202412","31","18,658","22","4","2010","경원대로 717","202504~202703","신규","-","","","아파트"
"2","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202412","31","13,662","38","11","2018","숙골로112번길 11","202502~202702","갱신","-","13,662","38","아파트"
"3","인천광역시 미추홀구 주안동","20-11","0020","0011","삼영(1,2동)","월세","66.6700","202412","31","1,000","40","5","1978","염창로 129","202501~202601","신규","-","","","아파트"
"4","인천광역시 미추홀구 숭의동","170-12","0170","0012","대호","전세","82.6100","202412","30","6,500","0","2","1971","독배로462번길 55","202501~202701","신규","-","","","아파트"
"5","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202412","30","13,662","38","28","2018","숙골로112번길 11","202502~202702","갱신","-","13,662","38","아파트"
"6","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202412","30","10,828","42","2","2018","숙골로112번길 11","202501~202701","갱신","-","10,828","42","아파트"
"7","인천광역시 미추홀구 도화동","601-1","0601","0001","동아","전세","84.9500","202412","30","21,000","0","4","1992","경인로 203-12","202502~202702","신규","-","","","아파트"
"8","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","84.9353","202412","28","37,000","0","19","2020","숙골로88번길 12","202502~202702","신규","-","","","아파트"
"9","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","월세","73.9585","202412","28","3,000","130","24","2021","독배로251번길 24","202502~202702","신규","-","","","아파트"
"10","인천광역시 미추홀구 학익동","가-","0000","0000","시티오씨엘4단지","월세","84.8700","202412","28","3,000","150","2","2025","학익로 30","202502~202702","신규","-","","","아파트"
"11","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202412","28","37,000","0","8","2016","용정공원로 33","202502~202702","신규","-","","","아파트"
"12","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","84.9823","202412","28","35,000","0","24","2020","숙골로88번길 12","202502~202701","갱신","-","35,000","0","아파트"
"13","인천광역시 미추홀구 주안동","1250","1250","0000","쌍용주안","전세","83.3700","202412","28","15,000","0","11","1984","인하로 292","202501~202701","신규","-","","","아파트"
"14","인천광역시 미추홀구 관교동","13-9","0013","0009","성지","전세","84.9450","202412","28","24,000","0","7","1991","문화로 35","-","-","-","","","아파트"
"15","인천광역시 미추홀구 관교동","13-9","0013","0009","성지","전세","84.9450","202412","28","24,000","0","7","1991","문화로 35","202502~202702","신규","-","","","아파트"
"16","인천광역시 미추홀구 관교동","13-9","0013","0009","성지","전세","84.9450","202412","28","24,000","0","7","1991","문화로 35","202502~202702","신규","-","","","아파트"
"17","인천광역시 미추홀구 관교동","13-9","0013","0009","성지","월세","84.9450","202412","28","3,000","90","11","1991","문화로 35","202502~202702","신규","-","","","아파트"
"18","인천광역시 미추홀구 주안동","18-2","0018","0002","미도","월세","66.0900","202412","28","1,000","60","1","1984","주염로 34","202501~202601","신규","-","","","아파트"
"19","인천광역시 미추홀구 주안동","80","0080","0000","현대","월세","84.3300","202412","28","3,000","70","13","1985","경인로 395","202502~202702","신규","-","","","아파트"
"20","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","전세","84.9937","202412","27","39,000","0","17","2023","인하로222번길 20","202502~202702","신규","-","","","아파트"
"21","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202412","27","31,500","0","33","2020","숙골로88번길 12","202502~202702","신규","-","","","아파트"
"22","인천광역시 미추홀구 주안동","929-16","0929","0016","보미리즌빌","전세","84.9800","202412","27","22,500","0","14","2011","경원대로 890","202412~202612","갱신","-","23,000","0","아파트"
"23","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","월세","84.9171","202412","27","14,000","100","34","2022","참외전로 268","202502~202702","신규","-","","","아파트"
"24","인천광역시 미추홀구 용현동","627-40","0627","0040","금호타운","월세","84.2900","202412","27","3,000","70","5","1991","낙섬동로 9","202502~202602","신규","-","","","아파트"
"25","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","월세","84.9171","202412","27","14,000","100","34","2022","참외전로 268","202502~202702","신규","-","","","아파트"
"26","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202412","27","6,072","49","18","2018","숙골로88번길 46","202501~202701","갱신","-","6,072","49","아파트"
"27","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202412","27","13,905","39","16","2018","숙골로88번길 46","202501~202701","갱신","-","13,905","39","아파트"
"28","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202412","27","11,132","36","8","2018","숙골로88번길 46","202501~202701","갱신","-","11,132","36","아파트"
"29","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","전세","84.9937","202412","27","39,000","0","17","2023","인하로222번길 20","202502~202702","신규","-","","","아파트"
"30","인천광역시 미추홀구 주안동","929-16","0929","0016","보미리즌빌","전세","84.9800","202412","27","22,500","0","14","2011","경원대로 890","202412~202612","갱신","-","23,000","0","아파트"
"31","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202412","26","6,072","49","16","2018","숙골로88번길 46","202501~202701","갱신","-","6,072","49","아파트"
"32","인천광역시 미추홀구 도화동","987","0987","0000","도화역금강펜테리움센트럴파크","월세","84.5400","202412","26","3,900","145","29","2020","송림로257번길 6","202501~202701","신규","-","","","아파트"
"33","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9357","202412","26","27,000","0","15","2007","매소홀로 340","202502~202702","신규","-","","","아파트"
"34","인천광역시 미추홀구 관교동","13-7","0013","0007","쌍용","월세","84.9500","202412","26","3,000","110","1","1991","주승로 231","202412~202606","신규","-","","","아파트"
"35","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","월세","84.9939","202412","24","19,214","23","35","2016","용정공원로 33","-","-","-","","","아파트"
"36","인천광역시 미추홀구 주안동","80","0080","0000","현대","월세","84.3300","202412","24","3,000","65","12","1985","경인로 395","202412~202612","갱신","사용","19,000","0","아파트"
"37","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","84.9823","202412","23","35,000","0","32","2020","숙골로88번길 12","202501~202701","신규","-","","","아파트"
"38","인천광역시 미추홀구 용현동","649","0649","0000","성원상떼빌","전세","84.9297","202412","23","26,000","0","10","2009","낙섬동로 104","202502~202702","신규","-","","","아파트"
"39","인천광역시 미추홀구 용현동","659","0659","0000","인천용현엑슬루타워","전세","84.7710","202412","23","25,000","0","7","2011","아암대로29번길 16","202501~202701","신규","-","","","아파트"
"40","인천광역시 미추홀구 도화동","1002","1002","0000","더샵인천스카이타워2단지","전세","84.9353","202412","23","36,000","0","26","2020","숙골로87번길 5","202502~202702","신규","-","","","아파트"
"41","인천광역시 미추홀구 주안동","929-16","0929","0016","보미리즌빌","전세","84.9800","202412","23","21,000","0","17","2011","경원대로 890","202502~202702","신규","-","","","아파트"
"42","인천광역시 미추홀구 용현동","649","0649","0000","성원상떼빌","전세","84.9297","202412","21","15,000","0","14","2009","낙섬동로 104","202502~202702","신규","-","","","아파트"
"43","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","월세","84.9750","202412","21","3,000","130","9","2008","경원대로 884","202502~202702","신규","-","","","아파트"
"44","인천광역시 미추홀구 학익동","745","0745","0000","미추홀트루엘파크","전세","74.9210","202412","21","32,000","0","7","2022","학익소로9번길 24","202502~202702","신규","-","","","아파트"
"45","인천광역시 미추홀구 학익동","125-1","0125","0001","신동아2","전세","64.2700","202412","21","17,000","0","6","1989","소성로 211","202502~202702","신규","-","","","아파트"
"46","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","월세","73.9832","202412","20","3,000","130","34","2021","독배로251번길 24","202501~202701","신규","-","","","아파트"
"47","인천광역시 미추홀구 용현동","627-79","0627","0079","대림","전세","84.9200","202412","20","21,000","0","10","1990","낙섬중로 18","202502~202702","신규","-","","","아파트"
"48","인천광역시 미추홀구 용현동","627-79","0627","0079","대림","전세","84.9200","202412","20","22,000","0","7","1990","낙섬중로 18","202501~202701","신규","-","","","아파트"
"49","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202412","20","33,000","0","36","2020","숙골로88번길 12","202502~202702","갱신","-","30,000","0","아파트"
"50","인천광역시 미추홀구 용현동","611-4","0611","0004","서해","전세","84.9300","202412","20","19,800","0","11","1994","토금중로 63","202502~202702","신규","-","","","아파트"
"51","인천광역시 미추홀구 학익동","가-","0000","0000","시티오씨엘3단지","전세","84.7206","202412","19","37,000","0","35","2024","학익로80번길 11","202501~202701","신규","-","","","아파트"
"52","인천광역시 미추홀구 용현동","지구BL 2","0002","0000","엘에이치미추홀퍼스트","전세","74.9000","202412","19","27,000","0","22","2018","낙섬동로 135","202503~202703","갱신","사용","26,000","0","아파트"
"53","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202412","19","11,388","37","26","2018","숙골로88번길 46","202412~202612","갱신","-","11,132","36","아파트"
"54","인천광역시 미추홀구 숭의동","362-19","0362","0019","힐스테이트숭의역","전세","74.9709","202412","19","31,000","0","35","2025","인주대로 5","202502~202702","신규","-","","","아파트"
"55","인천광역시 미추홀구 학익동","가-","0000","0000","시티오씨엘3단지","전세","75.8790","202412","19","34,000","0","12","2024","학익로80번길 11","202501~202701","신규","-","","","아파트"
"56","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","월세","84.9993","202412","19","5,000","150","13","2021","독배로251번길 24","202501~202701","신규","-","","","아파트"
"57","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","월세","84.9993","202412","19","5,000","150","13","2021","독배로251번길 24","202502~202702","신규","-","","","아파트"
"58","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8400","202412","18","6,072","47","3","2018","숙골로88번길 46","202501~202701","갱신","-","6,072","47","아파트"
"59","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202412","18","11,132","36","26","2018","숙골로88번길 46","202501~202701","갱신","-","11,132","36","아파트"
"60","인천광역시 미추홀구 도화동","1002","1002","0000","더샵인천스카이타워2단지","전세","84.9353","202412","18","30,450","0","3","2020","숙골로87번길 5","202502~202702","갱신","사용","29,000","0","아파트"
"61","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202412","17","12,527","43","17","2018","숙골로88번길 46","202412~202612","갱신","-","12,245","42","아파트"
"62","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","월세","73.9559","202412","17","3,000","140","23","2023","인하로222번길 20","202501~202701","신규","-","","","아파트"
"63","인천광역시 미추홀구 학익동","719","0719","0000","동아풍림","전세","84.3600","202412","17","25,000","0","17","1999","소성로 120","202502~202702","신규","-","","","아파트"
"64","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202412","17","32,000","0","47","2020","숙골로88번길 12","202501~202701","신규","-","","","아파트"
"65","인천광역시 미추홀구 용현동","573-2","0573","0002","용현대우","전세","84.9700","202412","16","22,500","0","8","2001","아암대로29번길 13","202502~202702","신규","-","","","아파트"
"66","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202412","16","13,662","38","27","2018","숙골로112번길 11","202501~202701","갱신","사용","13,662","38","아파트"
"67","인천광역시 미추홀구 용현동","627-534","0627","0534","신창미션힐","전세","84.6488","202412","16","24,000","0","4","2004","매소홀로 171","202412~202503","신규","-","","","아파트"
"68","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","전세","84.9993","202412","16","36,000","0","10","2021","독배로251번길 24","-","-","-","","","아파트"
"69","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","전세","84.9993","202412","16","36,000","0","10","2021","독배로251번길 24","202501~202701","신규","-","","","아파트"
"70","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","전세","84.9993","202412","16","36,000","0","10","2021","독배로251번길 24","202501~202701","신규","-","","","아파트"
"71","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202412","16","8,282","45","6","2018","숙골로88번길 46","202412~202612","갱신","-","8,096","44","아파트"
"72","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8400","202412","16","10,120","39","19","2018","숙골로88번길 46","202501~202701","갱신","-","10,120","39","아파트"
"73","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","전세","84.9750","202412","16","26,000","0","7","2008","경원대로 884","202412~202612","갱신","-","24,000","0","아파트"
"74","인천광역시 미추홀구 숭의동","294-8","0294","0008","스위트파크","월세","61.1800","202412","15","2,000","75","9","2011","장천로 26","202501~202601","신규","-","","","아파트"
"75","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202412","14","36,000","0","5","2016","용정공원로 33","202501~202701","신규","-","","","아파트"
"76","인천광역시 미추홀구 관교동","13-9","0013","0009","성지","전세","84.9450","202412","14","25,000","0","11","1991","문화로 35","202501~202701","신규","-","","","아파트"
"77","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202412","14","35,000","0","48","2020","숙골로88번길 12","202502~202702","신규","-","","","아파트"
"78","인천광역시 미추홀구 용현동","653","0653","0000","금호어울림4차","전세","76.6233","202412","14","23,000","0","11","2010","토금중로 60","202503~202703","신규","-","","","아파트"
"79","인천광역시 미추홀구 용현동","627-79","0627","0079","대림","월세","84.9200","202412","14","2,000","90","5","1990","낙섬중로 18","202412~202612","갱신","-","3,000","95","아파트"
"80","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202412","14","24,500","0","37","2020","숙골로88번길 12","202501~202701","갱신","사용","24,500","0","아파트"
"81","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","전세","84.9937","202412","14","35,000","0","13","2023","인하로222번길 20","202503~202703","신규","-","","","아파트"
"82","인천광역시 미추홀구 도화동","987","0987","0000","도화역금강펜테리움센트럴파크","전세","74.3500","202412","13","32,000","0","10","2020","송림로257번길 6","202501~202701","신규","-","","","아파트"
"83","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9767","202412","13","26,000","0","19","2007","매소홀로 340","202412~202612","신규","-","","","아파트"
"84","인천광역시 미추홀구 학익동","702-2","0702","0002","원흥아파트","월세","84.9300","202412","13","2,000","90","14","1996","한나루로341번길 16-21","202502~202702","신규","-","","","아파트"
"85","인천광역시 미추홀구 주안동","1443","1443","0000","남광로얄","월세","79.5300","202412","13","300","48","2","1980","인주대로366번길 23","202501~202601","신규","-","","","아파트"
"86","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202412","13","6,578","56","9","2018","숙골로112번길 11","202501~202701","갱신","-","6,578","56","아파트"
"87","인천광역시 미추홀구 용현동","647","0647","0000","용현2단지금호타운","월세","84.5330","202412","12","6,000","90","1","1999","매소홀로 68","202502~202702","신규","-","","","아파트"
"88","인천광역시 미추홀구 용현동","627-40","0627","0040","금호타운","전세","84.2900","202412","12","20,000","0","2","1991","낙섬동로 9","202501~202701","신규","-","","","아파트"
"89","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202412","12","11,388","37","19","2018","숙골로88번길 46","202412~202612","신규","-","","","아파트"
"90","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","74.8816","202412","12","34,000","0","16","2022","참외전로 268","202405~202605","갱신","-","34,000","0","아파트"
"91","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9801","202412","12","35,000","0","17","2016","용정공원로 33","202501~202701","신규","-","","","아파트"
"92","인천광역시 미추홀구 주안동","116-8","0116","0008","엔에스파크","전세","67.3800","202412","11","15,700","0","13","2014","주안중로50번길 47","202502~202702","신규","-","","","아파트"
"93","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","월세","73.9559","202412","11","3,000","130","4","2023","인하로222번길 20","202412~202612","신규","-","","","아파트"
"94","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9801","202412","11","38,000","0","6","2016","용정공원로 33","202502~202702","신규","-","","","아파트"
"95","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9357","202412","11","28,000","0","13","2007","매소홀로 340","202501~202701","신규","-","","","아파트"
"96","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","74.8816","202412","11","32,000","0","28","2022","참외전로 268","202502~202702","신규","-","","","아파트"
"97","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9939","202412","11","35,000","0","3","2016","용정공원로 33","202502~202702","신규","-","","","아파트"
"98","인천광역시 미추홀구 주안동","1556-59","1556","0059","캐슬앤더샵","전세","84.9992","202412","10","28,350","0","27","2022","경원대로780번길 22","202412~202612","갱신","사용","27,000","0","아파트"
"99","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9900","202412","10","13,662","38","17","2018","숙골로112번길 11","202501~202701","갱신","-","13,662","38","아파트"
"100","인천광역시 미추홀구 관교동","13-7","0013","0007","쌍용","전세","84.9500","202412","10","25,000","0","6","1991","주승로 231","202501~202701","신규","-","","","아파트"
"101","인천광역시 미추홀구 관교동","13-7","0013","0007","쌍용","전세","84.9500","202412","10","25,000","0","6","1991","주승로 231","202501~202701","신규","-","","","아파트"
"102","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202412","10","29,400","0","29","2020","숙골로88번길 12","202412~202612","갱신","-","28,000","0","아파트"
"103","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9801","202412","10","40,000","0","8","2016","용정공원로 33","202501~202701","신규","-","","","아파트"
"104","인천광역시 미추홀구 관교동","13-11","0013","0011","동부(관교동부)","전세","84.8765","202412","09","23,000","0","10","1991","주승로 253","202501~202701","신규","-","","","아파트"
"105","인천광역시 미추홀구 용현동","627-105","0627","0105","한양2차","월세","67.5900","202412","09","2,000","60","10","1992","매소홀로 23-42","202412~202612","신규","-","","","아파트"
"106","인천광역시 미추홀구 도화동","987","0987","0000","도화역금강펜테리움센트럴파크","월세","84.5400","202412","09","15,000","70","19","2020","송림로257번길 6","202502~202702","신규","-","","","아파트"
"107","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202412","09","6,729","57","22","2018","숙골로112번길 11","202412~202612","갱신","-","6,578","56","아파트"
"108","인천광역시 미추홀구 도화동","1002","1002","0000","더샵인천스카이타워2단지","전세","84.9353","202412","09","32,000","0","36","2020","숙골로87번길 5","202501~202701","신규","-","","","아파트"
"109","인천광역시 미추홀구 도화동","987","0987","0000","도화역금강펜테리움센트럴파크","월세","84.5400","202412","09","15,000","70","19","2020","송림로257번길 6","202502~202702","신규","-","","","아파트"
"110","인천광역시 미추홀구 도화동","106-4","0106","0004","삼덕진주","월세","60.8550","202412","08","500","50","5","1984","석정로 311","202412~202612","신규","-","","","아파트"
"111","인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","전세","66.7500","202412","08","12,000","0","4","1984","소성로 72","202502~202702","신규","-","","","아파트"
"112","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","84.9823","202412","08","37,000","0","22","2020","숙골로88번길 12","202501~202701","신규","-","","","아파트"
"113","인천광역시 미추홀구 용현동","지구BL 2","0002","0000","엘에이치미추홀퍼스트","전세","74.8500","202412","07","27,000","0","14","2018","낙섬동로 135","202501~202701","신규","-","","","아파트"
"114","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9357","202412","07","26,000","0","19","2007","매소홀로 340","202502~202702","신규","-","","","아파트"
"115","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202412","07","32,500","0","16","2016","용정공원로 33","202501~202701","갱신","사용","31,000","0","아파트"
"116","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9171","202412","07","33,000","0","9","2022","참외전로 268","202502~202702","신규","-","","","아파트"
"117","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(201~205)","월세","84.9750","202412","07","3,000","130","11","2008","경원대로864번길 114","202501~202701","신규","-","","","아파트"
"118","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9171","202412","07","33,000","0","9","2022","참외전로 268","202502~202702","신규","-","","","아파트"
"119","인천광역시 미추홀구 주안동","가-","0000","0000","포레나미추홀","전세","84.9286","202412","07","25,200","0","21","2022","경인로 372","202412~202612","갱신","사용","24,000","0","아파트"
"120","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","전세","84.7488","202412","07","30,000","0","3","2010","경원대로 717","202502~202702","신규","-","","","아파트"
"121","인천광역시 미추홀구 도화동","1002","1002","0000","더샵인천스카이타워2단지","전세","84.9353","202412","06","37,000","0","34","2020","숙골로87번길 5","202501~202701","갱신","-","30,000","0","아파트"
"122","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","월세","84.9939","202412","06","4,000","137","7","2016","용정공원로 33","202412~202701","갱신","사용","4,000","137","아파트"
"123","인천광역시 미추홀구 용현동","지구BL 2","0002","0000","엘에이치미추홀퍼스트","월세","66.9500","202412","06","2,500","100","18","2018","낙섬동로 135","202501~202701","신규","-","","","아파트"
"124","인천광역시 미추홀구 주안동","1607","1607","0000","한신휴플러스","전세","84.8300","202412","06","21,000","0","3","2006","승학길104번길 30","202502~202702","신규","-","","","아파트"
"125","인천광역시 미추홀구 관교동","13-11","0013","0011","동부(관교동부)","전세","84.8765","202412","05","23,000","0","12","1991","주승로 253","202502~202702","신규","-","","","아파트"
"126","인천광역시 미추홀구 용현동","573-2","0573","0002","용현대우","월세","75.4260","202412","05","2,000","90","3","2001","아암대로29번길 13","202412~202612","신규","-","","","아파트"
"127","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(201~205)","전세","84.9750","202412","04","33,000","0","15","2008","경원대로864번길 114","202407~202606","갱신","사용","33,000","0","아파트"
"128","인천광역시 미추홀구 용현동","653","0653","0000","금호어울림4차","월세","84.8473","202412","04","4,000","90","6","2010","토금중로 60","202502~202702","신규","-","","","아파트"
"129","인천광역시 미추홀구 주안동","1678","1678","0000","힐스테이트푸르지오주안","월세","74.7800","202412","04","3,000","140","38","2023","남주길 150","202501~202701","신규","-","","","아파트"
"130","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","전세","84.9750","202412","04","34,000","0","14","2008","경원대로 884","202503~202703","신규","-","","","아파트"
"131","인천광역시 미추홀구 학익동","50","0050","0000","신동아8","전세","84.9600","202412","03","22,000","0","18","1997","매소홀로475번길 60","202502~202702","신규","-","","","아파트"
"132","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9900","202412","03","13,662","38","15","2018","숙골로112번길 11","202502~202701","갱신","-","13,662","38","아파트"
"133","인천광역시 미추홀구 주안동","1628","1628","0000","주안역센트레빌","월세","74.9691","202412","03","5,000","120","5","2021","염전로 414","202412~202612","신규","-","","","아파트"
"134","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","월세","74.9643","202412","03","3,000","135","38","2020","숙골로88번길 12","202502~202702","신규","-","","","아파트"
"135","인천광역시 미추홀구 도화동","1002","1002","0000","더샵인천스카이타워2단지","전세","84.9353","202412","03","35,000","0","34","2020","숙골로87번길 5","202501~202701","신규","-","","","아파트"
"136","인천광역시 미추홀구 용현동","627-40","0627","0040","금호타운","월세","72.2300","202412","03","2,000","70","12","1991","낙섬동로 9","202412~202612","신규","-","","","아파트"
"137","인천광역시 미추홀구 학익동","50","0050","0000","신동아8","전세","84.9600","202412","03","22,000","0","18","1997","매소홀로475번길 60","202502~202702","신규","-","","","아파트"
"138","인천광역시 미추홀구 용현동","573-2","0573","0002","용현대우","월세","84.9700","202412","02","2,000","90","19","2001","아암대로29번길 13","202412~202612","신규","-","","","아파트"
"139","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9171","202412","02","35,000","0","16","2022","참외전로 268","202502~202702","신규","-","","","아파트"
"140","인천광역시 미추홀구 숭의동","42-1","0042","0001","제물포(42-1)","전세","79.7700","202412","02","12,500","0","1","1980","수봉로 6-11","202412~202612","신규","-","","","아파트"
"141","인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","월세","66.7500","202412","02","2,000","55","5","1984","소성로 72","202502~202702","신규","-","","","아파트"
"142","인천광역시 미추홀구 주안동","1466-3","1466","0003","광성","전세","70.4700","202412","02","12,000","0","1","1984","미추홀대로586번길 3","202412~202612","신규","-","","","아파트"
"143","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202412","02","6,398","52","16","2018","숙골로88번길 46","202501~202612","신규","-","","","아파트"
"144","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202412","02","10,353","40","15","2018","숙골로88번길 46","202501~202612","신규","-","","","아파트"
"145","인천광역시 미추홀구 관교동","13-11","0013","0011","동부(관교동부)","월세","84.8765","202412","02","6,000","70","13","1991","주승로 253","202501~202701","신규","-","","","아파트"
"146","인천광역시 미추홀구 관교동","13-9","0013","0009","성지","전세","84.9450","202412","02","25,000","0","1","1991","문화로 35","202502~202702","신규","-","","","아파트"
"147","인천광역시 미추홀구 주안동","1678","1678","0000","힐스테이트푸르지오주안","전세","74.7800","202412","01","37,000","0","5","2023","남주길 150","-","-","-","","","아파트"
"148","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202411","30","37,800","0","12","2016","용정공원로 33","202412~202612","갱신","사용","36,000","0","아파트"
"149","인천광역시 미추홀구 도화동","1002","1002","0000","더샵인천스카이타워2단지","전세","84.9353","202411","30","34,000","0","20","2020","숙골로87번길 5","202501~202701","신규","-","","","아파트"
"150","인천광역시 미추홀구 도화동","984","0984","0000","도화역대성유니드","전세","84.9720","202411","30","29,200","0","20","2014","숙골로8번길 15","202501~202701","신규","-","","","아파트"
"151","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202411","30","33,000","0","6","2016","용정공원로 33","-","-","-","","","아파트"
"152","인천광역시 미추홀구 학익동","가-","0000","0000","시티오씨엘3단지","전세","75.8790","202411","30","31,000","0","18","2024","학익로80번길 11","202501~202701","신규","-","","","아파트"
"153","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202411","29","6,578","56","16","2018","숙골로112번길 11","202501~202701","갱신","-","6,578","56","아파트"
"154","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202411","29","28,350","0","30","2020","숙골로88번길 12","202412~202612","갱신","사용","27,000","0","아파트"
