"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1366","인천광역시 미추홀구 주안동","1250","1250","0000","쌍용주안","전세","84.1200","202405","17","18,000","0","3","1985","인하로 292","202407~202607","신규","-","","","아파트"
"1367","인천광역시 미추홀구 학익동","745","0745","0000","미추홀트루엘파크","전세","74.9210","202405","17","30,000","0","8","2022","학익소로9번길 24","202407~202607","신규","-","","","아파트"
"1368","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9171","202405","16","31,000","0","38","2022","참외전로 268","202407~202607","갱신","사용","31,000","0","아파트"
"1369","인천광역시 미추홀구 주안동","1466-3","1466","0003","광성","월세","67.3200","202405","16","1,000","60","1","1984","미추홀대로586번길 3","202406~202606","신규","-","","","아파트"
"1370","인천광역시 미추홀구 용현동","573-2","0573","0002","용현대우","전세","84.9900","202405","16","28,000","0","16","2001","아암대로29번길 13","202408~202608","신규","-","","","아파트"
"1371","인천광역시 미추홀구 도화동","1040","1040","0000","주안역미추홀더리브","월세","84.9035","202405","16","5,000","105","16","2023","경인로325번길 27","202407~202607","신규","-","","","아파트"
"1372","인천광역시 미추홀구 용현동","627-111","0627","0111","수정","전세","64.7600","202405","16","10,000","0","2","1985","아암대로 119","202405~202605","신규","-","","","아파트"
"1373","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202405","16","13,976","39","10","2018","숙골로112번길 11","202406~202606","신규","-","","","아파트"
"1374","인천광역시 미추홀구 용현동","649","0649","0000","성원상떼빌","월세","84.9297","202405","16","3,000","100","12","2009","낙섬동로 104","202407~202507","신규","-","","","아파트"
"1375","인천광역시 미추홀구 용현동","지구BL 2","0002","0000","엘에이치미추홀퍼스트","전세","66.9800","202405","16","25,000","0","9","2018","낙섬동로 135","202405~202505","갱신","-","22,000","15","아파트"
"1376","인천광역시 미추홀구 주안동","51-1","0051","0001","주안애캐슬(51-1)","전세","75.2100","202405","15","18,600","0","4","2008","경원대로897번길 52","202406~202606","신규","-","","","아파트"
"1377","인천광역시 미추홀구 도화동","1040","1040","0000","주안역미추홀더리브","전세","84.9035","202405","15","28,000","0","3","2023","경인로325번길 27","202406~202606","신규","-","","","아파트"
"1378","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202405","15","34,000","0","32","2020","숙골로88번길 12","202407~202607","신규","-","","","아파트"
"1379","인천광역시 미추홀구 용현동","572-3","0572","0003","용현동아","전세","84.5600","202405","14","17,000","0","8","1990","능해길 32","202406~202606","신규","-","","","아파트"
"1380","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","전세","73.9585","202405","14","33,000","0","23","2021","독배로251번길 24","202408~202602","갱신","-","41,000","0","아파트"
"1381","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","월세","74.9643","202405","14","3,000","135","43","2020","숙골로88번길 12","202406~202606","신규","-","","","아파트"
"1382","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9900","202405","14","6,729","57","18","2018","숙골로88번길 46","202406~202606","갱신","-","6,578","56","아파트"
"1383","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202405","14","6,212","46","1","2018","숙골로88번길 46","202406~202606","갱신","-","6,072","45","아파트"
"1384","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9171","202405","14","37,800","0","31","2022","참외전로 268","202405~202605","갱신","사용","36,000","0","아파트"
"1385","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9900","202405","14","36,000","0","28","2023","낙섬동로 134","202406~202606","신규","-","","","아파트"
"1386","인천광역시 미추홀구 용현동","649","0649","0000","성원상떼빌","전세","84.9297","202405","14","25,000","0","10","2009","낙섬동로 104","202406~202606","신규","-","","","아파트"
"1387","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","월세","63.8830","202405","13","3,000","120","14","2024","주승로 51","202406~202606","신규","-","","","아파트"
"1388","인천광역시 미추홀구 주안동","1556-59","1556","0059","캐슬앤더샵","월세","72.7961","202405","13","3,000","120","4","2022","경원대로780번길 22","202406~202606","신규","-","","","아파트"
"1389","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","월세","84.7488","202405","13","4,000","100","14","2010","경원대로 717","202406~202606","신규","-","","","아파트"
"1390","인천광역시 미추홀구 주안동","1556-59","1556","0059","캐슬앤더샵","월세","72.7961","202405","13","3,000","120","4","2022","경원대로780번길 22","202406~202606","신규","-","","","아파트"
"1391","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","월세","84.8360","202405","13","5,000","130","16","2024","주승로 51","202405~202605","신규","-","","","아파트"
"1392","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9801","202405","13","30,000","0","5","2016","용정공원로 33","202407~202607","신규","-","","","아파트"
"1393","인천광역시 미추홀구 도화동","1002","1002","0000","더샵인천스카이타워2단지","전세","84.9823","202405","13","38,000","0","3","2020","숙골로87번길 5","202407~202607","신규","-","","","아파트"
"1394","인천광역시 미추홀구 용현동","573-2","0573","0002","용현대우","전세","84.9700","202405","13","23,000","0","10","2001","아암대로29번길 13","202405~202605","신규","-","","","아파트"
"1395","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202405","13","6,729","56","4","2018","숙골로88번길 46","202406~202605","갱신","-","6,578","55","아파트"
"1396","인천광역시 미추홀구 용현동","659","0659","0000","인천용현엑슬루타워","전세","84.7710","202405","13","25,000","0","24","2011","아암대로29번길 16","202407~202607","신규","-","","","아파트"
"1397","인천광역시 미추홀구 용현동","659","0659","0000","인천용현엑슬루타워","전세","84.7710","202405","13","25,000","0","24","2011","아암대로29번길 16","202407~202607","신규","-","","","아파트"
"1398","인천광역시 미추홀구 도화동","984","0984","0000","도화역대성유니드","월세","84.9720","202405","13","2,000","120","4","2014","숙골로8번길 15","202407~202607","신규","-","","","아파트"
"1399","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","월세","84.9357","202405","12","2,000","95","10","2007","매소홀로 340","202407~202607","갱신","사용","2,000","90","아파트"
"1400","인천광역시 미추홀구 용현동","647","0647","0000","용현2단지금호타운","월세","71.2500","202405","11","2,000","90","6","1999","매소홀로 68","202405~202605","신규","-","","","아파트"
"1401","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","월세","84.7488","202405","11","7,000","80","17","2010","경원대로 717","202406~202604","신규","-","","","아파트"
"1402","인천광역시 미추홀구 학익동","75-6","0075","0006","소망","월세","60.3600","202405","11","1,000","50","1","1985","소성로256번길 15","202406~202606","신규","-","","","아파트"
"1403","인천광역시 미추홀구 주안동","1678","1678","0000","힐스테이트푸르지오주안","전세","74.9700","202405","11","38,000","0","18","2023","남주길 150","202406~202606","신규","-","","","아파트"
"1404","인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","월세","66.7500","202405","11","2,000","55","3","1984","소성로 72","202405~202605","신규","-","","","아파트"
"1405","인천광역시 미추홀구 주안동","75-14","0075","0014","지예아트홈(101동)","전세","64.3350","202405","11","12,000","0","4","2003","주안동로 35","202406~202606","신규","-","","","아파트"
"1406","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","84.8360","202405","11","28,000","0","3","2024","주승로 51","202407~202607","신규","-","","","아파트"
"1407","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9900","202405","11","33,000","0","27","2023","낙섬동로 134","202405~202605","신규","-","","","아파트"
"1408","인천광역시 미추홀구 주안동","가-","0000","0000","포레나미추홀","전세","76.5267","202405","10","38,000","0","14","2022","경인로 372","202407~202607","신규","-","","","아파트"
"1409","인천광역시 미추홀구 주안동","197-6","0197","0006","주안동한양","전세","84.9900","202405","10","12,000","0","5","2008","경인로325번길 22-30","202406~202606","신규","-","","","아파트"
"1410","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","전세","73.9832","202405","10","30,000","0","9","2021","독배로251번길 24","202406~202606","신규","-","","","아파트"
"1411","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","전세","73.9832","202405","10","30,000","0","9","2021","독배로251번길 24","202406~202606","신규","-","","","아파트"
"1412","인천광역시 미추홀구 학익동","745","0745","0000","미추홀트루엘파크","전세","74.9210","202405","10","31,500","0","13","2022","학익소로9번길 24","202407~202607","갱신","-","36,500","0","아파트"
"1413","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9900","202405","10","34,000","0","16","2023","낙섬동로 134","202406~202606","신규","-","","","아파트"
"1414","인천광역시 미추홀구 학익동","745","0745","0000","미추홀트루엘파크","전세","74.9210","202405","10","31,500","0","13","2022","학익소로9번길 24","202407~202607","갱신","사용","36,500","0","아파트"
"1415","인천광역시 미추홀구 학익동","745","0745","0000","미추홀트루엘파크","전세","74.9210","202405","10","31,500","0","13","2022","학익소로9번길 24","202407~202607","갱신","사용","36,500","0","아파트"
"1416","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202405","10","10,353","40","22","2018","숙골로88번길 46","202406~202606","신규","-","","","아파트"
"1417","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202405","09","36,000","0","9","2016","용정공원로 33","202406~202606","신규","-","","","아파트"
"1418","인천광역시 미추홀구 주안동","13-1","0013","0001","주안현대홈타운","전세","66.7080","202405","09","19,000","0","18","2002","석정로351번길 12","202407~202607","신규","-","","","아파트"
"1419","인천광역시 미추홀구 용현동","627-111","0627","0111","수정","전세","64.7600","202405","09","10,000","0","4","1985","아암대로 119","202406~202606","신규","-","","","아파트"
"1420","인천광역시 미추홀구 용현동","627-111","0627","0111","수정","전세","64.7600","202405","09","10,000","0","4","1985","아암대로 119","202406~202606","신규","-","","","아파트"
"1421","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","63.8830","202405","09","23,000","0","4","2024","주승로 51","202406~202606","신규","-","","","아파트"
"1422","인천광역시 미추홀구 주안동","718-2","0718","0002","석락맨숀아파트","전세","68.6900","202405","09","12,000","0","3","1978","인주대로291번길 6","202407~202606","신규","-","","","아파트"
"1423","인천광역시 미추홀구 용현동","653","0653","0000","금호어울림4차","월세","84.8473","202405","09","1,000","120","5","2010","토금중로 60","202405~202605","신규","-","","","아파트"
"1424","인천광역시 미추홀구 주안동","80","0080","0000","현대","전세","84.3300","202405","08","23,000","0","3","1985","경인로 395","202405~202605","갱신","-","23,000","0","아파트"
"1425","인천광역시 미추홀구 주안동","24-24","0024","0024","진도로르빌","전세","82.2710","202405","08","21,000","0","10","2005","석정로 412","202405~202605","신규","-","","","아파트"
"1426","인천광역시 미추홀구 주안동","80","0080","0000","현대","전세","84.3300","202405","08","18,900","0","2","1985","경인로 395","202407~202607","신규","-","","","아파트"
"1427","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202405","08","11,388","37","19","2018","숙골로88번길 46","202406~202606","갱신","-","11,132","36","아파트"
"1428","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","월세","84.9750","202405","08","2,000","125","25","2008","경원대로 884","202406~202606","신규","-","","","아파트"
"1429","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","84.8360","202405","08","30,000","0","16","2024","주승로 51","202407~202607","신규","-","","","아파트"
"1430","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9900","202405","07","6,729","57","11","2018","숙골로112번길 11","202405~202605","갱신","-","6,578","56","아파트"
"1431","인천광역시 미추홀구 주안동","867-8","0867","0008","경신","전세","61.2700","202405","07","12,600","0","4","1990","주승로31번길 6","202404~202604","갱신","사용","13,000","0","아파트"
"1432","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9900","202405","07","35,000","0","11","2023","낙섬동로 134","202407~202607","신규","-","","","아파트"
"1433","인천광역시 미추홀구 용현동","557-1","0557","0001","유원용현","전세","84.9200","202405","07","20,000","0","10","1990","낙섬중로 102","202406~202606","신규","-","","","아파트"
"1434","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","월세","84.9900","202405","07","2,000","135","16","2008","경원대로 884","202405~202605","신규","-","","","아파트"
"1435","인천광역시 미추홀구 주안동","80","0080","0000","현대","전세","62.1000","202405","07","17,850","0","3","1986","경인로 395","202406~202606","신규","-","","","아파트"
"1436","인천광역시 미추홀구 학익동","686-12","0686","0012","현광2차","전세","84.4900","202405","07","20,000","0","6","2002","매소홀로418번길 14-13","202406~202606","신규","-","","","아파트"
"1437","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","월세","74.9643","202405","07","20,000","75","4","2020","숙골로88번길 12","202405~202605","신규","-","","","아파트"
"1438","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202405","07","8,282","45","20","2018","숙골로88번길 46","202406~202606","갱신","-","8,096","44","아파트"
"1439","인천광역시 미추홀구 학익동","686-12","0686","0012","현광2차","전세","84.4900","202405","07","20,000","0","6","2002","매소홀로418번길 14-13","202406~202606","신규","-","","","아파트"
"1440","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202405","07","6,729","57","25","2018","숙골로112번길 11","202406~202606","갱신","-","6,578","56","아파트"
"1441","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202405","07","6,729","57","17","2018","숙골로112번길 11","202406~202606","갱신","-","6,578","56","아파트"
"1442","인천광역시 미추홀구 주안동","1628","1628","0000","주안역센트레빌","전세","84.8145","202405","06","34,000","0","19","2021","염전로 414","202406~202606","신규","-","","","아파트"
"1443","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9900","202405","05","31,000","0","9","2023","낙섬동로 134","202406~202606","신규","-","","","아파트"
"1444","인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","전세","66.7500","202405","04","14,000","0","2","1984","소성로 72","202407~202607","신규","-","","","아파트"
"1445","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","84.8360","202405","04","28,000","0","16","2024","주승로 51","202407~202607","신규","-","","","아파트"
"1446","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","월세","84.9353","202405","04","5,000","140","23","2020","숙골로88번길 12","202406~202606","신규","-","","","아파트"
"1447","인천광역시 미추홀구 용현동","557-1","0557","0001","유원용현","월세","84.8810","202405","04","4,800","52","1","1989","낙섬중로 102","202406~202606","신규","-","","","아파트"
"1448","인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","전세","66.7500","202405","04","14,000","0","2","1984","소성로 72","202407~202607","신규","-","","","아파트"
"1449","인천광역시 미추홀구 주안동","20-11","0020","0011","삼영(1,2동)","전세","66.5500","202405","04","7,000","0","1","1978","염창로 129","202405~202605","신규","-","","","아파트"
"1450","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","74.8816","202405","03","28,000","0","6","2022","참외전로 268","202405~202605","신규","-","","","아파트"
"1451","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202405","03","13,976","39","19","2018","숙골로112번길 11","202406~202606","갱신","-","13,662","38","아파트"
"1452","인천광역시 미추홀구 학익동","50","0050","0000","신동아8","월세","84.9600","202405","03","2,000","100","13","1997","매소홀로475번길 60","202405~202605","신규","-","","","아파트"
"1453","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","월세","84.8360","202405","03","15,000","70","20","2024","주승로 51","202406~202606","신규","-","","","아파트"
"1454","인천광역시 미추홀구 주안동","80","0080","0000","현대","전세","84.3300","202405","03","19,000","0","9","1985","경인로 395","202405~202605","신규","-","","","아파트"
"1455","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9900","202405","03","8,179","54","8","2018","숙골로88번길 46","202406~202606","갱신","-","7,995","53","아파트"
"1456","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9171","202405","03","32,500","0","23","2022","참외전로 268","202405~202605","갱신","사용","34,500","0","아파트"
"1457","인천광역시 미추홀구 도화동","1040","1040","0000","주안역미추홀더리브","전세","84.9035","202405","03","29,000","0","13","2023","경인로325번길 27","202406~202606","신규","-","","","아파트"
"1458","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202405","03","6,729","55","3","2018","숙골로112번길 11","202406~202605","갱신","-","6,578","54","아파트"
"1459","인천광역시 미추홀구 숭의동","86-1","0086","0001","한화꿈에그린","전세","84.3677","202405","02","25,000","0","12","2007","석정로126번길 23","202406~202606","신규","-","","","아파트"
"1460","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202405","02","6,212","50","7","2018","숙골로88번길 46","202405~202605","신규","-","","","아파트"
"1461","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202405","02","6,212","50","25","2018","숙골로88번길 46","-","-","-","","","아파트"
"1462","인천광역시 미추홀구 용현동","627-40","0627","0040","금호타운","전세","84.2900","202405","02","20,000","0","6","1991","낙섬동로 9","202406~202606","신규","-","","","아파트"
"1463","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","월세","84.9939","202405","02","4,000","150","13","2016","용정공원로 33","202405~202605","신규","-","","","아파트"
"1464","인천광역시 미추홀구 용현동","627-40","0627","0040","금호타운","전세","84.2900","202405","02","20,000","0","6","1991","낙섬동로 9","202405~202605","신규","-","","","아파트"
"1465","인천광역시 미추홀구 관교동","13-11","0013","0011","동부(관교동부)","전세","84.8765","202405","02","25,000","0","13","1991","주승로 253","202406~202606","신규","-","","","아파트"
"1466","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","월세","84.9539","202405","02","5,000","100","8","2010","경원대로 717","202405~202605","신규","-","","","아파트"
"1467","인천광역시 미추홀구 숭의동","86-1","0086","0001","한화꿈에그린","전세","84.3677","202405","02","25,000","0","12","2007","석정로126번길 23","202406~202606","신규","-","","","아파트"
"1468","인천광역시 미추홀구 용현동","572-3","0572","0003","용현동아","전세","84.5600","202405","02","15,000","0","5","1990","능해길 32","202405~202605","신규","-","","","아파트"
"1469","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8400","202405","02","11,388","37","24","2018","숙골로88번길 46","202405~202605","신규","-","","","아파트"
"1470","인천광역시 미추홀구 학익동","719","0719","0000","동아풍림","월세","84.3600","202405","01","3,000","100","2","1999","소성로 120","202405~202605","신규","-","","","아파트"
"1471","인천광역시 미추홀구 주안동","1638","1638","0000","주안역신일해피트리","전세","67.3760","202405","01","27,000","0","10","2022","길파로27번길 43","202405~202605","신규","-","","","아파트"
"1472","인천광역시 미추홀구 주안동","13-1","0013","0001","주안현대홈타운","월세","66.7080","202405","01","2,000","80","16","2002","석정로351번길 12","202405~202605","신규","-","","","아파트"
"1473","인천광역시 미추홀구 용현동","627-78","0627","0078","한양1차","전세","67.8300","202405","01","20,000","0","8","1990","토금남로 55","202407~202607","갱신","-","20,000","0","아파트"
"1474","인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","전세","66.7500","202405","01","12,000","0","4","1984","소성로 72","202405~202611","갱신","-","20,000","0","아파트"
"1475","인천광역시 미추홀구 용현동","627-79","0627","0079","대림","전세","84.9200","202405","01","21,000","0","10","1990","낙섬중로 18","202406~202506","신규","-","","","아파트"
"1476","인천광역시 미추홀구 용현동","627-78","0627","0078","한양1차","전세","67.8300","202405","01","19,500","0","8","1990","토금남로 55","202407~202607","갱신","-","20,000","0","아파트"
"1477","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","전세","84.7488","202405","01","27,000","0","20","2010","경원대로 717","202406~202606","신규","-","","","아파트"
"1478","인천광역시 미추홀구 도화동","1040","1040","0000","주안역미추홀더리브","월세","84.8397","202404","30","5,000","90","10","2023","경인로325번길 27","202405~202605","신규","-","","","아파트"
"1479","인천광역시 미추홀구 도화동","1040","1040","0000","주안역미추홀더리브","월세","74.3004","202404","30","4,800","90","25","2023","경인로325번길 27","202406~202606","신규","-","","","아파트"
"1480","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","월세","84.9800","202404","30","20,000","50","11","2023","낙섬동로 134","202406~202606","신규","-","","","아파트"
"1481","인천광역시 미추홀구 주안동","1250","1250","0000","쌍용주안","월세","83.3700","202404","30","2,000","60","11","1984","인하로 292","202404~202604","신규","-","","","아파트"
"1482","인천광역시 미추홀구 주안동","가-","0000","0000","포레나미추홀","월세","76.5267","202404","30","3,000","150","8","2022","경인로 372","202406~202606","신규","-","","","아파트"
"1483","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","월세","84.9974","202404","30","3,000","140","7","2016","용정공원로 33","202405~202605","신규","-","","","아파트"
"1484","인천광역시 미추홀구 숭의동","169-55","0169","0055","시티캐슬","월세","79.4200","202404","30","2,000","55","6","2009","독배로462번길 56","202406~202606","신규","-","","","아파트"
"1485","인천광역시 미추홀구 도화동","1002","1002","0000","더샵인천스카이타워2단지","월세","84.9823","202404","30","15,000","100","31","2020","숙골로87번길 5","202407~202607","신규","-","","","아파트"
"1486","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202404","30","12,527","43","6","2018","숙골로112번길 11","202405~202605","신규","-","","","아파트"
"1487","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202404","30","6,729","57","6","2018","숙골로112번길 11","202405~202605","갱신","-","6,578","56","아파트"
"1488","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202404","29","6,729","57","14","2018","숙골로88번길 46","202406~202606","갱신","-","6,578","56","아파트"
"1489","인천광역시 미추홀구 관교동","13-11","0013","0011","동부(관교동부)","전세","84.8765","202404","29","23,000","0","14","1991","주승로 253","202404~202604","갱신","사용","34,000","0","아파트"
"1490","인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","전세","66.7500","202404","29","12,000","0","4","1984","소성로 72","202404~202502","갱신","-","10,000","0","아파트"
"1491","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","월세","63.8620","202404","29","5,000","120","11","2024","주승로 51","202405~202505","신규","-","","","아파트"
"1492","인천광역시 미추홀구 용현동","647","0647","0000","용현2단지금호타운","월세","71.2500","202404","29","2,000","90","6","1999","매소홀로 68","202404~202504","신규","-","","","아파트"
"1493","인천광역시 미추홀구 주안동","가-","0000","0000","포레나미추홀","전세","76.5267","202404","29","30,900","0","18","2022","경인로 372","202406~202606","신규","-","","","아파트"
"1494","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9900","202404","29","6,729","57","24","2018","숙골로112번길 11","202406~202606","갱신","-","6,578","56","아파트"
"1495","인천광역시 미추홀구 주안동","가-","0000","0000","포레나미추홀","전세","76.5267","202404","29","32,000","0","18","2022","경인로 372","202406~202606","신규","-","","","아파트"
"1496","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202404","29","6,212","50","26","2018","숙골로88번길 46","202406~202606","갱신","-","6,072","49","아파트"
"1497","인천광역시 미추홀구 학익동","739","0739","0000","인천학익두산위브","월세","84.7770","202404","28","3,000","120","20","2011","노적산로 43","202406~202606","신규","-","","","아파트"
"1498","인천광역시 미추홀구 학익동","50","0050","0000","신동아8","월세","84.9600","202404","27","2,000","100","3","1997","매소홀로475번길 60","202406~202606","신규","-","","","아파트"
"1499","인천광역시 미추홀구 용현동","573-2","0573","0002","용현대우","전세","84.9700","202404","27","22,000","0","17","2001","아암대로29번길 13","202404~202604","갱신","-","32,000","0","아파트"
"1500","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","전세","84.8247","202404","27","40,000","0","7","2023","인하로222번길 20","202406~202606","신규","-","","","아파트"
"1501","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","월세","84.9800","202404","27","3,000","130","23","2023","낙섬동로 134","202405~202605","신규","-","","","아파트"
"1502","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","84.9800","202404","27","32,500","0","17","2023","낙섬동로 134","202405~202605","신규","-","","","아파트"
"1503","인천광역시 미추홀구 주안동","13-1","0013","0001","주안현대홈타운","전세","66.7080","202404","27","21,000","0","15","2002","석정로351번길 12","202406~202606","신규","-","","","아파트"
"1504","인천광역시 미추홀구 주안동","966-3","0966","0003","광해리드빌(102동)","전세","84.9760","202404","27","20,000","0","13","2002","주안로 163","202406~202606","신규","-","","","아파트"
"1505","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","63.8830","202404","26","23,000","0","14","2024","주승로 51","202406~202606","신규","-","","","아파트"
"1506","인천광역시 미추홀구 주안동","가-","0000","0000","포레나미추홀","월세","76.5267","202404","26","10,000","100","39","2022","경인로 372","202407~202607","신규","-","","","아파트"
"1507","인천광역시 미추홀구 용현동","가-","0000","0000","용현자이크레스트","전세","74.9800","202404","26","30,000","0","13","2023","낙섬동로 134","202405~202605","신규","-","","","아파트"
"1508","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202404","26","6,729","57","17","2018","숙골로112번길 11","202405~202605","갱신","-","6,578","56","아파트"
"1509","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","월세","84.9801","202404","26","2,000","140","23","2016","용정공원로 33","202405~202605","신규","-","","","아파트"
"1510","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9100","202404","26","6,729","57","7","2018","숙골로88번길 46","202406~202606","갱신","-","6,578","56","아파트"
"1511","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202404","26","6,212","48","3","2018","숙골로88번길 46","202406~202606","갱신","-","6,072","47","아파트"
"1512","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","63.8830","202404","26","23,000","0","14","2024","주승로 51","202406~202606","신규","-","","","아파트"
"1513","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","전세","63.8830","202404","26","23,000","0","14","2024","주승로 51","202406~202606","신규","-","","","아파트"
"1514","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","월세","84.8360","202404","25","3,000","130","16","2024","주승로 51","202405~202605","신규","-","","","아파트"
"1515","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","전세","84.9750","202404","25","20,000","0","9","2008","경원대로 884","202404~202604","신규","-","","","아파트"
"1516","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202404","25","11,077","47","25","2018","숙골로112번길 11","202405~202605","갱신","-","10,828","46","아파트"
"1517","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9700","202404","25","8,179","54","20","2018","숙골로112번길 11","202405~202605","갱신","-","7,995","53","아파트"
"1518","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202404","25","6,729","54","2","2018","숙골로112번길 11","202406~202606","갱신","-","6,578","53","아파트"
